iter	Logloss
406	0.4850828593
407	0.4850724922
408	0.4850436524
409	0.4850131755
410	0.485008362
411	0.4849901603
412	0.4849716308
413	0.4849609137
414	0.4849609121
415	0.484960824
416	0.4849379629
417	0.4849379144
418	0.4849378201
419	0.4847353557
420	0.4847305586
421	0.4847177239
422	0.4844948078
423	0.4844891012
424	0.4844840218
425	0.4844835094
426	0.4844805174
427	0.484466959
428	0.4843131212
429	0.4841907019
430	0.4840594441
431	0.4839474023
432	0.4839132202
433	0.4837456752
434	0.4836020934
435	0.4836020604
436	0.4835906788
437	0.4835906771
438	0.4833333165
439	0.4833313776
440	0.4833079249
441	0.483137711
442	0.4829174714
443	0.4826615927
444	0.4825842291
445	0.4824953723
446	0.4823768972
447	0.4823692147
448	0.4823521588
449	0.4820036184
450	0.4819625558
451	0.4818272938
452	0.4818247826
453	0.4818209648
454	0.4818195771
455	0.481782423
456	0.4817705326
457	0.4816568133
458	0.4815991275
459	0.4813310001
460	0.481028772
461	0.4809887186
462	0.4809370756
463	0.4809296129
464	0.4806848951
465	0.4806830767
466	0.4806825277
467	0.4806800506
468	0.4806109772
469	0.4806098112
470	0.4806007982
471	0.480509121
472	0.4805091199
473	0.4805091145
474	0.4805090954
475	0.4804456113
476	0.4804455592
477	0.4801720196
478	0.4801720187
479	0.4801135933
480	0.480043844
481	0.4800438423
482	0.4800419534
483	0.479943071
484	0.4799430689
485	0.4799390184
486	0.4799306921
487	0.4797807197
488	0.4797755978
489	0.4797719647
490	0.479766927
491	0.4796583407
492	0.4796140736
493	0.4795204
494	0.4795024755
495	0.4794958275
496	0.479493271
497	0.4793016667
498	0.4790893836
499	0.4788751005
500	0.478873469
501	0.4788734613
502	0.4788693915
503	0.4787696355
504	0.4787696301
505	0.4787390982
506	0.4787281503
507	0.4787263651
508	0.4786231018
509	0.478623038
510	0.4786150007
511	0.4786109669
512	0.4784971406
513	0.4784548718
514	0.4784536528
515	0.4783340066
516	0.4783340063
517	0.4782558674
518	0.4782533132
519	0.4781803087
520	0.4778947695
521	0.4778942709
522	0.4777923645
523	0.4777238949
524	0.4774697531
525	0.4773208614
526	0.4773188818
527	0.4771533273
528	0.4771507788
529	0.4771484637
530	0.4770935829
531	0.4770925803
532	0.4770391203
533	0.4770346558
534	0.4770298362
535	0.4770191964
536	0.4770187734
537	0.4770138024
538	0.4769154278
539	0.476905738
540	0.4769030403
541	0.4768779269
542	0.4768779256
543	0.4768739398
544	0.4768438532
545	0.4767151625
546	0.4767093173
547	0.4766170578
548	0.4765777699
549	0.4765703394
550	0.4765703388
551	0.47656916
552	0.4765387949
553	0.4765330902
554	0.4765293685
555	0.4764183501
556	0.4764101475
557	0.4762528326
558	0.4762512604
559	0.4762403566
560	0.4762403561
561	0.4762384577
562	0.4762107008
563	0.4762080012
564	0.4760774675
565	0.4760758279
566	0.4760428843
567	0.4760428843
568	0.4760413444
569	0.4760376854
570	0.476036865
571	0.47603093
572	0.4759140672
573	0.4758271545
574	0.4758271544
575	0.4757820545
576	0.4757683854
577	0.4757351351
578	0.4755563822
579	0.4752392039
580	0.475156996
581	0.4751569959
582	0.4749439941
583	0.474943994
584	0.474941632
585	0.4749111519
586	0.4749046073
587	0.4749031332
588	0.4747286278
589	0.4747050942
590	0.4746946118
591	0.4746902398
592	0.4746902395
593	0.4746384474
594	0.4745486666
595	0.4745450614
596	0.4745421967
597	0.4744870569
598	0.4744789086
599	0.474478886
600	0.4742268489
601	0.4742212305
602	0.4742206524
603	0.4742191939
604	0.4742073924
605	0.4741857197
606	0.474185169
607	0.474182132
608	0.4740546457
609	0.4740536035
610	0.474049758
611	0.4740497468
612	0.4740490319
613	0.4740475447
614	0.4740469609
615	0.4740461232
616	0.4740316581
617	0.4740095373
618	0.4740034894
619	0.4740034894
620	0.4740021855
621	0.4739995327
622	0.4739889312
623	0.4739092831
624	0.4739023735
625	0.4737994889
626	0.4737850187
627	0.4736288629
628	0.4736098242
629	0.4736098241
630	0.4736077356
631	0.4734041892
632	0.4732677603
633	0.4732618751
634	0.4732597729
635	0.4732521603
636	0.4732518966
637	0.4730445257
638	0.4730445239
639	0.4729664608
640	0.4729664607
641	0.4728856594
642	0.4728856591
643	0.4728856588
644	0.4728856188
645	0.4727694304
646	0.4727654578
647	0.4726261914
648	0.4726194748
649	0.4726194747
650	0.4726176504
651	0.4724189581
652	0.4724186711
653	0.4723371885
654	0.4723318591
655	0.4723290823
656	0.4722400945
657	0.4721619808
658	0.4720573114
659	0.4719762424
660	0.4719736715
661	0.471973457
662	0.4719683722
663	0.4719673104
664	0.4719671547
665	0.4717937516
666	0.4717880637
667	0.4716641235
668	0.4716511994
669	0.4714671193
670	0.4714671179
671	0.471178649
672	0.4711786422
673	0.4711780913
674	0.4711780891
675	0.4711776029
676	0.4711738498
677	0.4711738481
678	0.4709910009
679	0.4709851532
680	0.4707148371
681	0.4707148321
682	0.4706979967
683	0.4706948887
684	0.4705135512
685	0.4705133206
686	0.470322021
687	0.4703214821
688	0.4703127273
689	0.4703120058
690	0.4703071178
691	0.4702124878
692	0.4702108638
693	0.4700696898
694	0.4700667549
695	0.4700485048
696	0.4700188405
697	0.4700136373
698	0.4700120232
699	0.4700100865
700	0.4699817169
701	0.4699817155
702	0.4699806939
703	0.4698436715
704	0.4697258644
705	0.4697255274
706	0.4697255216
707	0.4697212513
708	0.4697210722
709	0.4697184625
710	0.4697131945
711	0.4697122858
712	0.4697122858
713	0.4697098551
714	0.4697023365
715	0.4696978898
716	0.4696972004
717	0.4696729529
718	0.4696729524
719	0.4694887494
720	0.4694887492
721	0.4694887484
722	0.469488748
723	0.4694811065
724	0.469449089
725	0.4694490886
726	0.469449087
727	0.4694290067
728	0.4694107645
729	0.4694093954
730	0.4693939693
731	0.4693913864
732	0.4693896806
733	0.4693861391
734	0.4691697898
735	0.4690394473
736	0.468968376
737	0.468792139
738	0.4686908896
739	0.4685765488
740	0.468576371
741	0.4684983913
742	0.4683305871
743	0.4683263082
744	0.4683260466
745	0.468133335
746	0.468055578
747	0.4680544119
748	0.4680538852
749	0.4680498111
750	0.4680476084
751	0.4680476081
752	0.468047608
753	0.4680454413
754	0.4680316294
755	0.4680306123
756	0.4680044592
757	0.4680030266
758	0.4679863851
759	0.4679806109
760	0.4677998476
761	0.4677435537
762	0.4677432448
763	0.4677261112
764	0.4677115769
765	0.4675219147
766	0.467401555
767	0.4673984405
768	0.4673529359
769	0.467352143
770	0.4672770808
771	0.4672674254
772	0.4672674238
773	0.4672674238
774	0.4672637221
775	0.4672619297
776	0.4669682029
777	0.4669579274
778	0.4669521787
779	0.4669521759
780	0.4669512687
781	0.466739606
782	0.4667396011
783	0.4667396008
784	0.4667388366
785	0.4666443513
786	0.4666406805
787	0.4665111062
788	0.466491102
789	0.4664910991
790	0.4662999873
791	0.4662921613
792	0.4662111372
793	0.4662086634
794	0.4662012553
795	0.4662012525
796	0.4662012421
797	0.466184211
798	0.4661842067
799	0.46615334
800	0.4661085298
801	0.4661085289
802	0.4659641744
803	0.4658804812
804	0.4658804732
805	0.4658669261
806	0.4658657918
807	0.4658594072
808	0.4658594054
809	0.4656600925
810	0.465657169
811	0.4655421296
812	0.4654811071
813	0.4654811061
814	0.4653983766
815	0.4653072402
816	0.4653072336
817	0.4652983791
818	0.4652251578
819	0.4652251561
820	0.4652251496
821	0.4652219452
822	0.4651072319
823	0.4648650929
824	0.4646811575
825	0.4646808174
826	0.4646808149
827	0.4645030585
828	0.464503058
829	0.4644020555
830	0.4643976872
831	0.4643976781
832	0.4643946428
833	0.4643043483
834	0.4643043472
835	0.4643034982
836	0.46430238
837	0.4642907838
838	0.4641995642
839	0.464135332
840	0.4640546528
841	0.4640543426
842	0.4638974784
843	0.463897162
844	0.4638831072
845	0.4638830997
846	0.4638802417
847	0.463833943
848	0.4637261466
849	0.463723185
850	0.4637208389
851	0.4637194023
852	0.4636939726
853	0.4636939719
854	0.4636934876
855	0.4636783068
856	0.4636767402
857	0.4636764578
858	0.463676456
859	0.4636759311
860	0.4636402935
861	0.463638383
862	0.4635295464
863	0.4634899156
864	0.4634899096
865	0.4634755232
866	0.4633982995
867	0.4633954432
868	0.463395439
869	0.4633954348
870	0.4633857087
871	0.4633823258
872	0.463211997
873	0.463211997
874	0.4632119969
875	0.4632119969
876	0.4632110218
877	0.4631192473
878	0.4631169933
879	0.463065811
880	0.463065811
881	0.462877027
882	0.4628597996
883	0.4628455097
884	0.4627737095
885	0.4625098406
886	0.462493557
887	0.4624924265
888	0.4624922139
889	0.4624477695
890	0.4624387397
891	0.4624349861
892	0.4624347029
893	0.462432503
894	0.4624257753
895	0.4624257741
896	0.4622998504
897	0.4621035977
898	0.4620973845
899	0.4620973833
900	0.4620947932
901	0.4620934686
902	0.4620928214
903	0.4619912854
904	0.4618109381
905	0.4618109348
906	0.461787039
907	0.4617795468
908	0.4617795462
909	0.4617511811
910	0.4617511805
911	0.4617438358
912	0.4617407991
913	0.4617407988
914	0.4617387329
915	0.4616974791
916	0.4616974744
917	0.4616916071
918	0.461691607
919	0.4616080554
920	0.4616080508
921	0.4616080479
922	0.4616065383
923	0.4616047186
924	0.4615250087
925	0.4614107325
926	0.4612580686
927	0.4612508028
928	0.4612260248
929	0.4612000273
930	0.4611474361
931	0.4609768802
932	0.4607142342
933	0.4605286539
934	0.4605240008
935	0.4602975793
936	0.4602085724
937	0.4601916148
938	0.4601905288
939	0.4601897957
940	0.4601897935
941	0.460168063
942	0.4600845884
943	0.4600279448
944	0.4600265322
945	0.4600265296
946	0.460005309
947	0.4600053075
948	0.4600052992
949	0.4597664617
950	0.4597664495
951	0.4596715714
952	0.4596636861
953	0.4596587488
954	0.4595724278
955	0.4595722465
956	0.4595697867
957	0.4595536179
958	0.4595531903
959	0.4595185168
960	0.4594575578
961	0.4593019948
962	0.4592771744
963	0.4590911056
964	0.4590910946
965	0.4590903244
966	0.4590669946
967	0.4590669893
968	0.4590532286
969	0.4590450199
970	0.4590361184
971	0.458859045
972	0.4588524646
973	0.4588035601
974	0.4587997197
975	0.4587557498
976	0.4587557342
977	0.4587557236
978	0.4587557236
979	0.4587348727
980	0.4586347154
981	0.4586338329
982	0.4586334963
983	0.4586334865
984	0.4583019334
985	0.4583014266
986	0.458300968
987	0.4582880729
988	0.4582880615
989	0.4581618326
990	0.4580774156
991	0.4580774058
992	0.458021861
993	0.458021858
994	0.4580217473
995	0.4580049344
996	0.4580039102
997	0.4579449196
998	0.4576471484
999	0.45753115
1000	0.4575309079
1001	0.4574721132
1002	0.4573024133
1003	0.4572687942
1004	0.4572635071
1005	0.4572618043
1006	0.4571187779
1007	0.4570942689
1008	0.4570922652
1009	0.4570914637
1010	0.4570901732
1011	0.4569055514
1012	0.4568920689
1013	0.4568920687
1014	0.4566857918
1015	0.4566201443
1016	0.4566201396
1017	0.4564099001
1018	0.4563050079
1019	0.4562863465
1020	0.4562863401
1021	0.4562863367
1022	0.4562124437
1023	0.456212429
1024	0.4562119339
1025	0.4562119313
1026	0.4560847516
1027	0.4560766457
1028	0.4559533856
1029	0.4558083228
1030	0.455744969
1031	0.4557312723
1032	0.4556977409
1033	0.4556430163
1034	0.4555462228
1035	0.4553546714
1036	0.4551993197
1037	0.4551873193
1038	0.4551873182
1039	0.4549584079
1040	0.454925184
1041	0.4549030693
1042	0.4548243278
1043	0.4546632487
1044	0.4545846405
1045	0.4545846366
1046	0.4545846218
1047	0.4544055989
1048	0.4542114657
1049	0.454202839
1050	0.4541762411
1051	0.454176239
1052	0.4540079839
1053	0.4540076965
1054	0.4539923698
1055	0.4538238546
1056	0.4538231566
1057	0.4538231505
1058	0.4538220794
1059	0.4537559628
1060	0.4535144501
1061	0.4533359009
1062	0.4531935081
1063	0.4530472209
1064	0.4529250866
1065	0.4529250656
1066	0.4528158027
1067	0.4527538006
1068	0.452455058
1069	0.4524233697
1070	0.4524184996
1071	0.4523286194
1072	0.452328595
1073	0.4523069029
1074	0.452157526
1075	0.4521472809
1076	0.4520713615
1077	0.4520700631
1078	0.4517823574
1079	0.4517823506
1080	0.4517376589
1081	0.4516953746
1082	0.4515619081
1083	0.4515608893
1084	0.4514018088
1085	0.451221202
1086	0.451045349
1087	0.4507790769
1088	0.450779042
1089	0.450773555
1090	0.4506936579
1091	0.450693004
1092	0.4506405018
1093	0.450500693
1094	0.4504340925
1095	0.4501581204
1096	0.4501471857
1097	0.4499907676
1098	0.4497690332
1099	0.4495432297
1100	0.4493937066
1101	0.4492396582
1102	0.4490811457
1103	0.4490811409
1104	0.4490409625
1105	0.4490253519
1106	0.4488846395
1107	0.4486140989
1108	0.4486139603
1109	0.4485787934
1110	0.4484720565
1111	0.4484167354
1112	0.448405621
1113	0.4482497006
1114	0.4480863327
1115	0.4480054123
1116	0.4477757158
1117	0.4476333362
1118	0.4473890793
1119	0.4473889825
1120	0.4472437474
1121	0.4471070744
1122	0.446974831
1123	0.4467274121
1124	0.4467137528
1125	0.4466537542
1126	0.4464523898
1127	0.446402862
1128	0.4463321429
1129	0.4463321123
1130	0.4460853072
1131	0.4460853055
1132	0.4460813708
1133	0.4459716941
1134	0.4457511432
1135	0.4455472022
1136	0.4453662847
1137	0.4451933079
1138	0.4450686125
1139	0.4449419913
1140	0.4448242764
1141	0.4448242114
1142	0.4446868497
1143	0.444522716
1144	0.4442387482
1145	0.444066569
1146	0.4438699065
1147	0.4437620093
1148	0.443733865
1149	0.4434849376
1150	0.4433067588
1151	0.4431899122
1152	0.4430028046
1153	0.4428511399
1154	0.4426932845
1155	0.4426474086
1156	0.4426473632
1157	0.4425154207
1158	0.442370185
1159	0.442370009
1160	0.4422759459
1161	0.4421674451
1162	0.442010198
1163	0.44199484
1164	0.4417772168
1165	0.4416628333
1166	0.4414061808
1167	0.4412246652
1168	0.4410266202
1169	0.4409971479
1170	0.4408765507
1171	0.4406323961
1172	0.4404126039
1173	0.4402197091
1174	0.4401091471
1175	0.4398729161
1176	0.4396531438
1177	0.4394517743
1178	0.4392767816
1179	0.4391084862
1180	0.439106787
1181	0.4387602183
1182	0.4385347741
1183	0.4383914098
1184	0.4382329835
1185	0.4381077939
1186	0.4380956876
1187	0.4379139774
1188	0.4377738926
1189	0.4376278037
1190	0.4373934457
1191	0.43739332
1192	0.4372402527
1193	0.4370093393
1194	0.4369545651
1195	0.436702399
1196	0.43655349
1197	0.4363167331
1198	0.4361290055
1199	0.435876121
1200	0.435781367
1201	0.4357812292
1202	0.4356140206
1203	0.4354764191
1204	0.4353486966
1205	0.4351299943
1206	0.4349481103
1207	0.4348017953
1208	0.4346666587
1209	0.4345853754
1210	0.4343371838
1211	0.4341204949
1212	0.4339349625
1213	0.4337978997
1214	0.4335596757
1215	0.433369265
1216	0.4331053831
1217	0.4329383289
1218	0.4327081273
1219	0.4325736419
1220	0.4323602811
1221	0.4321537573
1222	0.431893752
1223	0.4318714228
1224	0.4316245635
1225	0.4314916348
1226	0.4313450404
1227	0.4313448279
1228	0.4312304869
1229	0.4309785756
1230	0.4308626061
1231	0.4306551265
1232	0.4304605253
1233	0.4303194152
1234	0.4301338471
1235	0.4299329463
1236	0.4296906543
1237	0.4293974282
1238	0.4293114051
1239	0.4291016977
1240	0.4289184748
1241	0.4287241336
1242	0.4285332247
1243	0.4284480807
1244	0.4282918307
1245	0.4280981099
1246	0.4280776688
1247	0.4279455157
1248	0.4277931194
1249	0.4275589867
1250	0.4274588622
1251	0.4273250918
1252	0.4270681142
1253	0.426859525
1254	0.4266455521
1255	0.4264623534
1256	0.4262983693
1257	0.4261329935
1258	0.4261327772
1259	0.425990813
1260	0.4258268816
1261	0.425628195
1262	0.4254725654
1263	0.4253180651
1264	0.4251496434
1265	0.4250439483
1266	0.424913599
1267	0.424723901
1268	0.4245734482
1269	0.4245732433
1270	0.4244851131
1271	0.4243481672
1272	0.424187438
1273	0.4239670693
1274	0.4238039794
1275	0.4236352625
1276	0.4235154874
1277	0.4233198369
1278	0.4231738299
1279	0.4229990281
1280	0.4228372032
1281	0.4227203556
1282	0.4226160578
1283	0.4225416955
1284	0.4223347341
1285	0.4221653609
1286	0.4219844169
1287	0.4217804959
1288	0.4215570186
1289	0.4214220034
1290	0.4212773792
1291	0.4211199386
1292	0.4209530002
1293	0.420709472
1294	0.4206110399
1295	0.4203641883
1296	0.4201733196
1297	0.4200001488
1298	0.4197920402
1299	0.4195694172
1300	0.4194083121
1301	0.419209375
1302	0.4191491507
1303	0.4189397319
1304	0.4187324616
1305	0.4186303274
1306	0.4184664019
1307	0.4183239728
1308	0.4182102996
1309	0.4180898182
1310	0.4178772812
1311	0.4177142407
1312	0.4175795703
1313	0.4174008732
1314	0.417236465
1315	0.4172332889
1316	0.4170068045
1317	0.4167381125
1318	0.4165780363
1319	0.4163606996
1320	0.4162136517
1321	0.416042832
1322	0.4157484847
1323	0.4155959923
1324	0.4154214116
1325	0.4152793026
1326	0.415183969
1327	0.4150962183
1328	0.4149429575
1329	0.4147795012
1330	0.4146523903
1331	0.4144973938
1332	0.4142276061
1333	0.4141143119
1334	0.4140274426
1335	0.4138545325
1336	0.4137593999
1337	0.413530985
1338	0.4133596577
1339	0.4131492788
1340	0.4130047248
1341	0.4128342847
1342	0.4126008091
1343	0.4124445223
1344	0.4123219498
1345	0.4121892772
1346	0.4120421346
1347	0.411825738
1348	0.4116442162
1349	0.4114543266
1350	0.4113068755
1351	0.4111454729
1352	0.4110720809
1353	0.411011716
1354	0.4108922132
1355	0.4107364349
1356	0.410515412
1357	0.4103318154
1358	0.4101930423
1359	0.4100649002
1360	0.4098334201
1361	0.4096215734
1362	0.4094258527
1363	0.4092579312
1364	0.4090633566
1365	0.4088659556
1366	0.4087312459
1367	0.4086179267
1368	0.4083956805
1369	0.4081687319
1370	0.4080053378
1371	0.4078310394
1372	0.407567391
1373	0.4073699691
1374	0.4072211333
1375	0.4070760285
1376	0.4069385231
1377	0.4067729595
1378	0.406671566
1379	0.4064396336
1380	0.4063155449
1381	0.4061424011
1382	0.4058149185
1383	0.4057821067
1384	0.4055740595
1385	0.4053997308
1386	0.405235968
1387	0.4050223482
1388	0.4048150736
1389	0.4046399911
1390	0.4044581809
1391	0.4042972569
1392	0.4041589331
1393	0.4040156543
1394	0.4037385972
1395	0.4036121133
1396	0.4034678985
1397	0.4032454122
1398	0.4031220089
1399	0.4029192901
1400	0.4027805793
1401	0.4025746196
1402	0.4024324874
1403	0.4022820715
1404	0.4020949637
1405	0.4019755716
1406	0.4018561294
1407	0.4016680268
1408	0.401505253
1409	0.401346677
1410	0.4011296763
1411	0.4009836817
1412	0.4008691281
1413	0.4006718647
1414	0.4005395629
1415	0.4004283033
1416	0.4003160052
1417	0.4002091229
1418	0.4000608917
1419	0.3998959044
1420	0.3997919625
1421	0.3997096539
1422	0.3995530328
1423	0.3994355123
1424	0.3992950205
1425	0.3991873072
1426	0.3990125624
1427	0.3988272449
1428	0.3986451024
1429	0.3984302918
1430	0.3983199351
1431	0.3981710457
1432	0.3980983836
1433	0.3979947832
1434	0.3977966807
1435	0.3976371122
1436	0.3974318985
1437	0.3972670561
1438	0.3971293909
1439	0.3969338512
1440	0.3967969046
1441	0.3966858143
1442	0.3966410519
1443	0.3964873081
1444	0.3963746643
1445	0.3962268668
1446	0.396028482
1447	0.3958386421
1448	0.3956226737
1449	0.3954537948
1450	0.3953465654
1451	0.3951652221
1452	0.3950776342
1453	0.3948376739
1454	0.3947244999
1455	0.3945757346
1456	0.3943815748
1457	0.3942519043
1458	0.3941690748
1459	0.3940253056
1460	0.3938889816
1461	0.3937419485
1462	0.3936226044
1463	0.3934960771
1464	0.3934030195
1465	0.3932410717
1466	0.3930899338
1467	0.3930211994
1468	0.3928442581
1469	0.392634616
1470	0.3925051762
1471	0.3923545596
1472	0.3922070372
1473	0.3920828788
1474	0.3920011707
1475	0.3918227396
1476	0.3916607139
1477	0.3915492602
1478	0.3913324604
1479	0.39122747
1480	0.3911511191
1481	0.3910219068
1482	0.3908264537
1483	0.3907920442
1484	0.3906623542
1485	0.3905372891
1486	0.3904209885
1487	0.3902152248
1488	0.390091833
1489	0.3898714839
1490	0.3897034054
1491	0.389619993
1492	0.389427962
1493	0.3892659298
1494	0.3891531438
1495	0.3889706062
1496	0.3888779796
1497	0.388694379
1498	0.3885430772
1499	0.3883421428
